"","gII_1","gII_2","gII_3","gII_4","gII_5","gII_6","gII_7","gII_8","gII_9","gII_10","gII_11","gII_12","gII_13","gII_14","gII_15","gII_16","gII_17","gII_18","gII_19","gII_20","gII_21","gII_22","gII_23","gII_24","gII_25","gII_26","gII_27","gII_28","gII_29","gII_30"
"gene 56",3.53055804836104,4.06942964189432,5.46743658165081,5.35003966650857,7.39668754638145,5.3878023487776,6.93288418953934,6.70388135992024,4.96105766665811,6.04792034101674,3.91690836930564,5.39147524593178,4.66398805304473,3.53158600137166,5.24913108526287,4.72105640725003,4.63909933857355,5.5255057032927,4.44955845077774,6.557456406733,5.22775010437368,5.67115586807025,6.32546294643414,5.77170669085345,5.99260505478081,7.16331773872392,3.24751357403745,4.50205725529701,5.43441542449242,4.20705885182057
"gene 57",3.92872373154497,4.55582387517069,2.80192086940559,3.79787530068601,5.85487452717615,4.84191956129107,6.1713659709314,4.34971242653524,3.79911301129927,4.22480715338162,2.31189730602391,2.18057305601186,4.90514320461367,2.54931379017211,4.38834948301901,3.55458759074475,2.78782073354532,4.64798738776075,4.49097327463409,5.14706485483673,3.23179583574166,4.65210499528128,6.56793588310102,2.0472427757893,3.72753074683199,4.82817102600714,3.34680213941973,1.3376780316503,4.45649636763405,3.03766931329852
"gene 58",6.02524287125582,4.94344510566224,3.2770357874518,4.70973005565789,7.47800568703971,5.38835460590274,5.24789506473732,3.38917315786238,5.19051906917485,6.34987313827688,5.35222988533895,3.15715349884039,3.57387761170554,3.2872200229945,4.38435406606391,4.38671368016149,2.72218730222674,5.89050697591128,6.5855725965807,3.60079521703852,6.01696120038407,3.99223015028036,5.04092369310826,5.75365494125502,4.59809370436199,4.93321530670711,6.46897032332881,5.49367494753588,6.42124047158187,3.24395031225874
"gene 59",4.0227031384976,4.77884096574995,5.52036815495135,4.6525441400831,4.23417720824591,6.40991592735618,7.05817066354509,5.05304335993483,5.51170373832512,4.81436820956743,4.66499371055105,5.02089944879238,5.57472187092482,3.73453562984527,6.27370960148513,4.08782865396983,5.0606927878651,3.32238153648674,7.07823191785481,8.31307878599537,3.84434224322637,5.64739395117531,4.79249034927421,5.12495506544451,4.80499319617574,4.10193069627548,4.35504938093278,6.58539388397695,5.08316696797016,6.04341894662521
"gene 60",4.96380145220547,5.32063200907048,3.72977539808759,5.2786798381418,5.09388335592964,5.12635234721908,5.27873603964269,4.41211159391943,5.98978736259379,4.55360157854193,4.78195489141902,6.06713233572264,6.10032987915729,5.14736762620534,4.45447175684288,3.4580217221756,5.61375941021589,6.20944945020798,5.7495570520482,6.64980809271601,5.25772586402717,3.53254329798306,4.7809225307782,6.07343380553454,3.71749490140621,5.69141495932541,3.57560609808695,6.98869428012345,4.60993538305521,6.30009538625365
"gene 61",6.19256783271351,3.85532726241656,3.84651574294183,1.32138155917722,5.04463284564783,4.46778436701228,3.61167917275332,4.81990944839128,4.04736368137882,6.51344004136297,5.19565086473748,5.8020133619447,5.59757508063465,1.14185038998913,6.68494568001138,1.06991978377481,2.74048391917398,2.17540566583425,6.52954025391873,5.49006464984712,3.60264511465963,2.2108618122254,3.0356462713118,6.76141928284426,3.04867369234045,1.44678989867956,3.53890434800228,4.50530079051474,6.13377667939734,2.2185187185219
"gene 62",5.06398828522024,4.04409707316168,2.31335905148084,5.20708116940071,5.43747842789695,4.7711306580688,6.76146235157922,4.2502047808313,3.22522212057332,4.95480985579465,7.01497700206636,5.14724324402259,5.05310674904937,4.49049829749655,4.06745713095454,6.80344894607367,3.7560513519955,6.15291062564717,5.54349822943765,5.12638331935203,3.67779189212714,3.91800906238026,5.26017716320057,4.24618957226516,6.2373624639284,5.58814448951855,4.13836283793443,5.67249019367772,6.09087625588342,6.33606446722713
"gene 63",5.20458732991698,5.15130522606745,5.76856606859385,5.43466361148472,7.70065825478262,9.09807550278902,7.14599054950831,7.50969324952414,5.22924157665395,5.30328117550006,2.86566631050968,6.68617470906259,5.25922178654575,5.13394279131311,4.77816532135114,5.95275850056537,7.02105048322081,4.22658762301331,6.69090148936483,9.28545429298491,3.97167213816121,7.67006396628547,6.39966522890587,5.77098494112053,6.24761586301678,6.42159224435948,4.60601819843851,3.65346229009704,7.34915444582526,4.52519531808452
"gene 64",5.07142125490767,7.32444674199664,5.66300898723031,5.14865780243801,6.79142276131248,6.20940765742005,5.61777245256034,5.22791224845271,6.40949246766062,6.0394184849197,4.89099214683765,7.19314977583493,6.55839685819609,4.59489825976704,7.00188250569613,7.55250248311351,7.35320651430391,5.07057477844853,7.13067978911138,5.16505699679716,5.6279236610394,4.77141051582461,6.19126614502088,5.31799104650896,4.59090526618894,5.76431988951281,4.88531554373684,7.12430600145877,3.67169869789222,5.76483747071952
"gene 65",6.40280537910946,3.61540772004216,4.7102295044195,3.90708934998688,8.05952706751504,5.52482745086668,8.17073650952694,3.25516067893393,5.20461164682477,4.46670433595932,5.89955441788342,5.65670324464869,7.07030850962864,3.18183798735537,5.18887464048813,5.66083974395212,5.48875267266221,5.30165513598036,6.31178403071627,6.54511437402254,5.12216936303191,4.59321173616196,5.76950765573928,6.5721914165833,4.8715450151462,3.94930047246282,5.32715772719502,4.49425053519201,5.57207682296443,4.04490820158514
"gene 66",5.83982279764176,4.04884015347084,3.54954776665432,5.80594965661526,6.97947086525264,8.50537963744778,9.3195710142825,4.39360157546664,4.22789028918544,5.08695312681541,5.14067136953869,4.41198663660771,8.43585323711757,4.26749986425789,4.39172163669438,3.70526886095883,4.90057242174837,4.05414819762277,8.92416994597758,8.7579531795715,3.31944889089607,2.8953984761445,7.44458785583654,6.34047651661754,1.09166711377995,4.98186217413455,3.68930007500793,2.95657529137534,8.09111141690098,3.14156902955645
"gene 67",5.75250271850261,4.88105260196809,5.14570933628371,4.44779848996712,5.08133348597743,5.33583020095804,4.74723025371941,2.67297866738823,5.25780271182784,7.33959944793545,6.53862724721127,6.13870429392024,7.34168729730427,4.95529615460746,6.44390635633716,3.85038931753681,6.2720571017329,4.48649921218631,4.6069179275767,6.04502156244493,5.19540795804824,3.54063714051245,3.46306148689477,4.76105540637537,4.18497839651831,5.39359191017546,2.63173641014295,6.26009339534994,6.57899740684257,4.65529937706247
"gene 68",5.67493247235702,4.06389925608432,5.64216372219476,2.88737995456256,7.68363909408217,7.13785768180174,8.75947880186878,4.57320985926615,2.73796337947629,7.07999168243486,5.90895946779043,4.89897453739696,7.09762039879201,3.94564457846842,6.51744117953019,3.79813324254471,7.31130127478042,3.3615620454431,8.97882695010923,8.07403713326755,4.13667133816345,4.81347835694723,7.02476849593531,5.76704675538599,4.06771954905125,6.12350497138134,4.20723564894946,5.05750359956656,6.21078365730547,3.36711660533004
"gene 69",6.63999514503,5.70132786312475,4.29570478716459,2.31377370852136,7.08301409575064,4.68722836618478,5.99611423522856,7.46573416505963,5.39287827525283,5.59349221615817,4.2452812192981,6.02765631582938,6.70211429847621,4.00779350809873,5.11890378677716,5.33886924906579,7.4176041721109,4.41420771275529,6.79920132905997,5.41847155333268,5.75330455796849,4.69772440693665,4.5042016411269,6.74028769552785,3.69860013542937,6.11168456528202,2.21393653284319,5.31934691781641,5.56164593344779,5.26047724869299
"gene 70",2.59131272094202,2.93253763799849,5.98920654567615,3.53520478559877,4.89694838346665,6.37637460763587,6.9831744678563,5.30024681233213,5.1368520726219,4.35671599958962,2.92030728422794,5.49720077649615,4.38416219704871,4.40737323569239,5.34376613265264,4.70121626674711,7.41866189255955,4.81039385545121,6.42102535881109,4.84697554757957,3.86801530923278,4.93118415581624,6.11910944970425,7.42128515995041,5.25288461718322,4.8450497547201,6.63991941184,4.83793110185633,5.20240499162033,5.15835797171316
"gene 71",5.02061986913825,4.24094221381846,4.18753817482723,4.45546114366246,5.15679426592851,7.02884329167211,5.10995119669659,6.04874386005262,2.97267467096194,5.96813183632014,4.01652646545947,5.23786055825754,4.98245621798064,3.06386331920292,3.19716144780074,3.17032010742311,5.00520220594114,5.29006336276874,6.00105971126598,4.72938774779569,4.93996618217092,5.41394933034505,5.74400185455018,4.99834114758852,5.29999961011776,4.78241765966574,4.48908917726324,4.78333261202816,3.13826941519648,6.20372553968084
"gene 72",5.31377172878144,4.56667626388005,1.08273552626826,1.70915583255738,6.02267911112075,6.55614973008524,5.76504342789891,3.23869238513964,1.97204266078142,4.26013261032149,4.35899374110552,4.27671316769472,4.41027477335406,1.38465750956455,3.92550533913274,2.44905899119427,4.32975029998257,2.59358078489717,5.83094289579617,5.82397870026572,1.90134859637865,2.15719137906327,2.22642570279796,4.61805619997764,3.35713952497218,3.83359833704848,2.43624971283758,2.76184625891743,5.41718706757571,2.24539846197523
"gene 73",7.12166389059903,7.25198772944881,3.89389159670445,5.75200582749319,5.00965132485014,5.80163686960793,4.75563191209592,6.33884117012651,6.62769779681763,6.59784975206872,3.85539203545852,5.18311057984592,5.76649110056783,6.2698248185873,6.65034997291006,6.43804666703631,5.779706703944,5.00432264649879,6.32360598684661,7.94230734764294,6.21664306107661,5.10896245396253,6.75889726933553,6.77542392761644,5.52531570303326,7.24439209917905,4.81538190439229,6.96060855282458,6.40842361581036,3.51280190608246
"gene 74",6.59634986442653,6.02464095750936,4.1210823366112,5.53486004915341,7.15626427499589,6.45683295151375,5.53619440513006,3.89370071304555,5.69004471319036,6.74569431765416,5.60881952717806,6.53689745000145,7.17891552996833,3.92810226799381,5.18252004930185,6.05201049124957,6.37858074777104,4.27394948365257,6.14485831757326,7.43182192215898,2.3614019269864,4.19031184148212,6.70929536662724,5.10285476397654,6.01601326849951,4.54538986400195,5.38124689192609,5.29413085478871,5.36172045779617,6.1834822632211
"gene 75",6.65107014030779,5.68105042666486,5.31208300496587,5.54282799663232,8.53818215953317,7.98631362328295,6.06171573331644,4.46179440720428,4.09967497075756,5.6637209751825,6.40089126470773,7.30343282081535,8.22227951991782,6.31229062398788,6.79843594826989,4.98953489550247,3.76167457364117,4.1486809086178,7.35133591772781,5.49151290775448,6.01544747438335,5.56062002658241,7.69947971589779,4.28833658441909,7.75301950935384,4.99618585402547,7.59825444308284,5.32607338008502,5.77806098074033,4.75691699909353
"gene 76",7.59529640156351,4.4188141018863,3.15934191834577,5.1901627466227,6.28623866443392,7.94614148062682,5.64576919495703,5.13515191101113,2.31204551422356,4.20192323064252,3.07285231527905,4.91391911074337,7.33643211617508,4.22477089556221,5.22339016900544,3.3411591898126,3.27593107735129,2.0835165193281,6.69218109234152,7.82267211503343,5.0379315917539,2.53695338604361,5.80692654671393,5.5338028081466,1.76186374048271,6.37298332354623,4.43834659178233,5.30756182090334,6.70616124512265,3.64986195607705
"gene 77",3.06080584778653,6.21421945693497,3.68214987978617,2.749839008728,3.80232062659049,4.35464087614952,3.65544252745204,3.23783222962503,3.61413093511816,5.24020104912525,5.58108835263998,3.06850240559693,3.15505202684324,5.39415407824823,3.41461675390578,3.84880253321304,5.88344922321267,4.35338642801755,5.72645447427293,4.9281298561162,3.00555080966951,4.0604667476218,6.36793339976037,3.76233691116201,6.20826215526387,5.18371316298278,4.58787101890992,3.08887988586234,3.76851853453881,3.4670471059228
"gene 78",6.92291288354947,4.90379157902901,6.10160707106749,5.66450543868788,4.22443398585042,6.5105701631497,7.64937831586859,6.60780925832449,6.15132527290113,5.30126164234512,4.01908151407157,6.12348604156582,3.66818023294823,5.98341527758448,6.7658538898096,5.06259272169951,6.15230524415248,6.59552814896388,6.62868767963228,5.71034791246366,5.8387484992593,6.61813711451316,7.01753696444934,4.28271907427896,4.77874992671126,4.58688823756566,5.48975038615416,6.23627655047973,6.66045646335156,7.72502600044058
"gene 79",5.93071212747175,1.6491971504064,0.826927757423329,2.51539642620936,5.22500413054401,5.8823785797392,5.86272303942271,2.57174301867258,2.28937680461367,3.73708123289371,2.58935039468239,2.92908359718493,5.3060259055334,3.36257523373921,2.63853158002948,3.41900469227941,3.32961407480579,2.86549363119961,6.227189118217,5.41625067676941,1.36235636181043,1.90942971389964,4.02720212576001,4.13308823497192,4.18045748096064,4.90628529893259,4.16666097921248,4.40274437357207,4.43508883357304,0.870955318768505
"gene 80",3.71076776654356,3.16050830481558,2.3051737571009,2.69653152033901,7.1894250786213,5.03749874646934,4.52282948534348,4.09588665848104,4.28078798373901,4.22013301755572,3.4916072401115,3.31391050971085,5.62565083114157,2.36444343784237,2.60352467081167,2.03712306923802,3.96783707068843,3.3004242247338,5.20864508792169,5.28829895171491,3.20430214275231,1.71010147912351,6.44930736272241,4.35749828932686,4.94997698076741,6.0568929887763,3.37527507247174,2.76309864775517,6.38688584044055,4.02831428324593
"gene 81",5.03356727210608,5.97421270809892,3.77998280351957,4.974106153201,5.95669810891478,5.97370969398201,5.73537554909566,5.46963667159637,5.82048830575434,6.54301225010457,5.25444857440179,6.40072593795503,4.0612692260154,4.82753202174675,5.16204051306374,2.40416124941169,4.2461488654722,4.70959456495017,4.15601102589288,7.14725146711604,5.64276433651647,3.70700582684266,5.16701569300268,6.11912109832293,3.64957719166561,2.91415850639504,3.35926836877587,5.57271786637004,2.58515515258215,2.65061104473199
"gene 82",3.25443226607903,2.69591864623139,5.42673675455072,3.75135272364214,5.2551426596703,6.72656036319414,3.9763857370885,2.53241808763212,2.62931215454253,4.08611385934677,4.12547516073382,5.57844830560154,4.64113050541044,4.65900380554685,4.56772048322651,1.93169154925759,5.15724555909937,2.98680884304578,5.39743127930343,4.12787455525911,3.08308390668916,4.70928584316175,4.25013509163179,4.09918568641435,1.70881997554309,3.0458282073575,3.64700580949133,3.15189006615769,3.8367941803299,2.97917602840901
"gene 83",4.46790145835461,2.25355292772819,5.20935444764882,1.86999668758975,5.35216723981954,7.22099615013877,7.32006027057292,2.58570178563779,2.37240937065318,5.15575134555764,2.88423970148204,6.06742192704994,4.6181883388664,4.76781209405817,6.39955514577661,1.21153590963892,7.64895125636287,3.11031488423334,5.44194134541045,6.20249030641037,2.9044750045766,3.99937758430254,3.21885800362981,5.92519436905833,4.42822928549922,4.17591421294108,3.8285272729624,4.61676881194709,3.37041322274712,3.18945606537536
"gene 84",4.80018837537398,4.76442888970589,0.770650290418573,3.70634623295029,6.32685986208379,8.4055948815108,8.33116010640335,5.57868377162212,6.00127484163922,3.24026472175561,4.06348221811546,4.28156765255856,6.74899132930479,3.96148962421821,5.01953634649043,4.06465471303788,4.81430505847744,5.51129756967548,7.98126976521526,7.95452547180754,2.49907032048519,2.72157426646979,9.43862960701398,5.97698089435544,4.14046606882731,6.12151343860944,5.6465158818447,4.35943230666437,8.05587298103254,3.92174734905149
"gene 85",5.51232546403113,3.8377840848999,4.7415546521982,6.82324843578843,6.820199114539,6.90250589119392,5.48610978501754,6.16836023205652,5.84518222700809,4.18308358721005,5.70456347474067,4.18405297368074,6.30050158220273,5.35466605499976,6.28475502459397,5.07523737424654,5.34807341573992,3.709589275851,6.48999967480761,6.4517877337001,5.52772497517845,4.45670810599991,7.42748483551291,5.65318312804592,4.59360297226373,4.44950372225237,4.82788874350064,4.25413121585273,5.54260154444503,3.97594202513695
"gene 86",5.82483590325158,4.44292724653896,6.80646628051476,4.6805528447449,6.29623445065052,5.70694899503828,6.91788910351249,3.86643761229971,3.79377193890399,4.88069846968111,5.12368367880729,4.62089241839396,7.24228974994124,5.58432681438958,6.09126695057101,6.24924841062395,5.05192397303546,3.89167536897162,7.78659217013135,7.90488237136374,4.26495243135393,5.6770205093641,7.23531680407272,5.37094169961714,4.73369440234771,7.21524171997899,5.55825482015673,6.39831005364189,4.93906357192821,3.37545599710263
"gene 87",5.5485590389571,5.47612586896658,4.39584738911476,5.27575349249175,5.71896712347879,6.95421698634089,7.32415199427213,3.96421920460055,3.90913171728248,3.90046216705955,5.02332529617286,4.66275065162723,6.0146491104791,4.04285963076577,4.389815281458,4.71076318534853,5.40640792897338,5.13870368172505,5.74479842705977,7.58822112072476,3.67763218235358,4.85767417792987,7.13882830113385,4.55952111400773,6.08670380478305,7.37204233487528,5.64466656291105,3.91736684352461,5.65785309878689,3.29149406095903
